name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation,country,continent
Acfer 202,210,Valid,CO3.5,389,Found,1991,27.50889,4.60167,"(27.508890, 4.601670)",France,Europe
Acfer 203,211,Valid,H5,292,Found,1991,27.57806,4.36917,"(27.578060, 4.369170)",France,Europe
Acfer 204,212,Valid,H3,64,Found,1991,27.64639,3.98306,"(27.646390, 3.983060)",France,Europe
Acfer 205,213,Valid,H5,746,Found,1991,27.7375,4.32806,"(27.737500, 4.328060)",France,Europe
Acfer 206,214,Valid,H5,1229,Found,1991,27.69083,4.37861,"(27.690830, 4.378610)",France,Europe
Acfer 207,215,Valid,CH3,105,Found,1991,27.68806,4.37194,"(27.688060, 4.371940)",France,Europe
Acfer 208,216,Valid,LL5,510,Found,1991,27.50472,3.88194,"(27.504720, 3.881940)",France,Europe
Acfer 209,217,Valid,CR2,475,Found,1991,27.50472,3.88194,"(27.504720, 3.881940)",France,Europe
Acfer 210,218,Valid,H3.7,720,Found,1991,27.49722,3.87028,"(27.497220, 3.870280)",France,Europe
Acfer 211,219,Valid,H3.9,1009,Found,1991,27.46472,3.78167,"(27.464720, 3.781670)",France,Europe
Acfer 212,220,Valid,H5,1340,Found,1991,27.61278,3.71361,"(27.612780, 3.713610)",France,Europe
Acfer 213,221,Valid,L6,526,Found,1991,27.68111,4.30694,"(27.681110, 4.306940)",France,Europe
Acfer 214,222,Valid,CH3,612,Found,1991,27.69,4.37861,"(27.690000, 4.378610)",France,Europe
Acfer 215,223,Valid,L5,107,Found,1991,27.64028,4.17056,"(27.640280, 4.170560)",France,Europe
Acfer 216,224,Valid,L6,293,Found,1991,27.59972,4.90361,"(27.599720, 4.903610)",France,Europe
Acfer 217,225,Valid,R3.8-5,174,Found,1991,27.59444,3.88583,"(27.594440, 3.885830)",France,Europe
Acfer 218,226,Valid,L6,114,Found,1991,27.54472,3.74306,"(27.544720, 3.743060)",France,Europe
Acfer 219,227,Valid,H6,2611,Found,1991,27.52139,3.79139,"(27.521390, 3.791390)",France,Europe
Acfer 220,228,Valid,H5,117,Found,1991,27.52417,3.79694,"(27.524170, 3.796940)",France,Europe
Acfer 221,229,Valid,H5/6,812,Found,1991,27.5325,3.81361,"(27.532500, 3.813610)",France,Europe
Acfer 222,230,Valid,H5/6,334,Found,1991,27.54194,3.82778,"(27.541940, 3.827780)",France,Europe
Acfer 223,231,Valid,L/LL6,1398,Found,1991,27.54194,3.82778,"(27.541940, 3.827780)",France,Europe
Acfer 224,232,Valid,H5/6,85,Found,1991,27.63889,3.93444,"(27.638890, 3.934440)",France,Europe
Acfer 225,233,Valid,H3,255,Found,1991,27.64528,3.94389,"(27.645280, 3.943890)",France,Europe
Acfer 226,234,Valid,H5,221,Found,1991,27.68444,3.99389,"(27.684440, 3.993890)",France,Europe
Acfer 227,235,Valid,H6,78,Found,1991,27.66861,4.425,"(27.668610, 4.425000)",France,Europe
Acfer 228,236,Valid,L5,2285,Found,1991,27.57389,4.11972,"(27.573890, 4.119720)",France,Europe
Acfer 229,237,Valid,H5,325,Found,1991,27.82611,4.24611,"(27.826110, 4.246110)",France,Europe
Acfer 230,238,Valid,H5,69,Found,1991,27.74056,4.30833,"(27.740560, 4.308330)",France,Europe
Acfer 231,239,Valid,H4/5,218,Found,1991,27.73472,4.31611,"(27.734720, 4.316110)",France,Europe
Acfer 232,240,Valid,H5,725,Found,1991,27.73944,4.32833,"(27.739440, 4.328330)",France,Europe
Acfer 233,241,Valid,H5/6,242,Found,1991,27.71722,4.44806,"(27.717220, 4.448060)",France,Europe
Acfer 234,242,Valid,"Iron, IAB-ung",621,Found,1991,27.50111,4.09861,"(27.501110, 4.098610)",France,Europe
Acfer 235,243,Valid,H5,461,Found,1991,27.51889,4.01667,"(27.518890, 4.016670)",France,Europe
Acfer 236,244,Valid,LL6,81,Found,1991,27.51056,3.89111,"(27.510560, 3.891110)",France,Europe
Acfer 237,245,Valid,H3,673,Found,1991,27.49167,3.83278,"(27.491670, 3.832780)",France,Europe
Acfer 238,246,Valid,H4/5,311,Found,1991,27.50361,3.67306,"(27.503610, 3.673060)",France,Europe
Acfer 239,247,Valid,H6,160,Found,1991,27.48444,3.66639,"(27.484440, 3.666390)",France,Europe
Acfer 240,248,Valid,L6,342,Found,1991,27.49833,3.69444,"(27.498330, 3.694440)",France,Europe
Acfer 241,249,Valid,L6,86,Found,1991,27.51583,3.72722,"(27.515830, 3.727220)",France,Europe
Acfer 242,250,Valid,L6,318,Found,1991,27.52111,3.77333,"(27.521110, 3.773330)",France,Europe
Acfer 244,252,Valid,H6,2045,Found,1991,27.52472,3.80972,"(27.524720, 3.809720)",France,Europe
Acfer 245,253,Valid,H5,75,Found,1991,27.56389,3.92639,"(27.563890, 3.926390)",France,Europe
Acfer 246,254,Valid,L6,923,Found,1991,27.69222,3.32167,"(27.692220, 3.321670)",France,Europe
Acfer 247,255,Valid,L4,60,Found,1991,27.63611,4.03139,"(27.636110, 4.031390)",France,Europe
Acfer 248,256,Valid,L3.9/4,402,Found,1991,27.63556,4.02528,"(27.635560, 4.025280)",France,Europe
Acfer 249,257,Valid,H5/6,99,Found,1991,27.62167,3.95361,"(27.621670, 3.953610)",France,Europe
Acfer 250,258,Valid,H6,382,Found,1991,27.55139,3.74194,"(27.551390, 3.741940)",France,Europe
Acfer 251,259,Valid,LL5-6,202,Found,1991,27.50972,3.88056,"(27.509720, 3.880560)",France,Europe
Acfer 252,260,Valid,L6,146,Found,1991,27.51111,3.88444,"(27.511110, 3.884440)",France,Europe
Acfer 253,261,Valid,LL5-6,47,Found,1991,27.51361,3.89694,"(27.513610, 3.896940)",France,Europe
Acfer 254,262,Valid,L6,99,Found,1991,27.52222,3.94694,"(27.522220, 3.946940)",France,Europe
Acfer 255,263,Valid,L6,124,Found,1991,27.64611,4.39722,"(27.646110, 4.397220)",France,Europe
Acfer 256,264,Valid,H5/6,235,Found,1991,27.64611,4.39722,"(27.646110, 4.397220)",France,Europe
Acfer 257,265,Valid,H6,75,Found,1991,27.68528,4.50333,"(27.685280, 4.503330)",France,Europe
Acfer 258,266,Valid,H6,212,Found,1991,27.67056,4.34611,"(27.670560, 4.346110)",France,Europe
Acfer 259,267,Valid,H3-6,114,Found,1991,27.52444,3.87361,"(27.524440, 3.873610)",France,Europe
Acfer 260,268,Valid,H5,177,Found,1991,27.47556,3.71028,"(27.475560, 3.710280)",France,Europe
Acfer 261,269,Valid,L6,73,Found,1991,27.70917,4.42083,"(27.709170, 4.420830)",France,Europe
Acfer 262,270,Valid,H4,92,Found,1991,27.67,4.49722,"(27.670000, 4.497220)",France,Europe
Acfer 263,271,Valid,L6,438,Found,1991,27.69111,4.3375,"(27.691110, 4.337500)",France,Europe
Acfer 264,272,Valid,LL6,243,Found,1991,27.69472,4.30639,"(27.694720, 4.306390)",France,Europe
Acfer 265,273,Valid,Mesosiderite,83,Found,1991,27.715,4.19278,"(27.715000, 4.192780)",France,Europe
Acfer 266,274,Valid,L6,518,Found,1991,27.72722,4.17056,"(27.727220, 4.170560)",France,Europe
Acfer 267,275,Valid,LL5-6,229,Found,1991,27.51056,3.71306,"(27.510560, 3.713060)",France,Europe
Acfer 268,276,Valid,LL4-6,764,Found,1991,27.51389,3.87528,"(27.513890, 3.875280)",France,Europe
Acfer 269,277,Valid,LL6,276,Found,1991,27.51472,3.86556,"(27.514720, 3.865560)",France,Europe
Acfer 270,278,Valid,CR2,298,Found,1991,27.51861,3.85722,"(27.518610, 3.857220)",France,Europe
Acfer 271,279,Valid,H6,237,Found,1991,27.56111,4.05556,"(27.561110, 4.055560)",France,Europe
Acfer 272,280,Valid,CV3,63,Found,1991,27.57028,4.075,"(27.570280, 4.075000)",France,Europe
Acfer 273,281,Valid,H5/6,2110,Found,1991,27.62194,4.45556,"(27.621940, 4.455560)",France,Europe
Acfer 274,282,Valid,H6,203,Found,1991,27.63389,4.18722,"(27.633890, 4.187220)",France,Europe
Acfer 275,283,Valid,H5-6,429,Found,1991,27.63361,4.17306,"(27.633610, 4.173060)",France,Europe
Acfer 276,284,Valid,H5,99,Found,1991,27.63972,4.14528,"(27.639720, 4.145280)",France,Europe
Acfer 277,285,Valid,Ureilite,41,Found,1991,27.63917,4.14278,"(27.639170, 4.142780)",France,Europe
Acfer 278,286,Valid,H5,72,Found,1991,27.63861,4.12722,"(27.638610, 4.127220)",France,Europe
Acfer 279,287,Valid,H5,96,Found,1991,27.64278,4.06889,"(27.642780, 4.068890)",France,Europe
Acfer 280,288,Valid,L6,177,Found,1991,27.53528,3.91278,"(27.535280, 3.912780)",France,Europe
Acfer 281,289,Valid,L5,165,Found,1991,27.54222,3.88444,"(27.542220, 3.884440)",France,Europe
Acfer 282,290,Valid,H6,67,Found,1991,27.65444,4.27528,"(27.654440, 4.275280)",France,Europe
Acfer 283,291,Valid,H5,187,Found,1991,27.70056,4.22944,"(27.700560, 4.229440)",France,Europe
Acfer 284,292,Valid,H5,120,Found,1991,27.70611,4.20583,"(27.706110, 4.205830)",France,Europe
Acfer 285,293,Valid,H4/5,69,Found,1991,27.63139,4.10722,"(27.631390, 4.107220)",France,Europe
Acfer 286,294,Valid,H6,407,Found,1991,27.79472,4.16722,"(27.794720, 4.167220)",France,Europe
Acfer 287,295,Valid,E4,59,Found,1992,27.61667,4.19056,"(27.616670, 4.190560)",France,Europe
Acfer 288,296,Valid,L5,55,Found,1992,27.59139,3.98806,"(27.591390, 3.988060)",France,Europe
Acfer 289,297,Valid,CR2,76,Found,1992,27.47417,3.86417,"(27.474170, 3.864170)",France,Europe
Acfer 290,298,Valid,L6,213,Found,1992,27.54528,4.04861,"(27.545280, 4.048610)",France,Europe
Acfer 291,299,Valid,H6,261,Found,1992,27.70806,4.24806,"(27.708060, 4.248060)",France,Europe
Acfer 292,300,Valid,H5,432,Found,1992,27.71861,4.48611,"(27.718610, 4.486110)",France,Europe
Acfer 293,301,Valid,LL6,198,Found,1992,27.66583,4.19056,"(27.665830, 4.190560)",France,Europe
Acfer 294,302,Valid,H4,457,Found,1992,27.64972,4.01194,"(27.649720, 4.011940)",France,Europe
Acfer 295,303,Valid,LL6,217,Found,1992,27.48333,3.91556,"(27.483330, 3.915560)",France,Europe
Acfer 296,304,Valid,LL5-6,121,Found,1992,27.58278,4,"(27.582780, 4.000000)",France,Europe
Acfer 297,305,Valid,L6,43,Found,1992,27.63361,4.04139,"(27.633610, 4.041390)",France,Europe
Acfer 298,306,Valid,L6,2000,Found,1992,27.70917,4.17444,"(27.709170, 4.174440)",France,Europe
Acfer 299,307,Valid,LL4,180,Found,1992,27.6825,4.42028,"(27.682500, 4.420280)",France,Europe
Acfer 300,308,Valid,H6,270,Found,1992,27.59028,4.15194,"(27.590280, 4.151940)",France,Europe
Acfer 301,309,Valid,H4,162,Found,1992,27.52722,3.89806,"(27.527220, 3.898060)",France,Europe
Acfer 302,310,Valid,H5,95,Found,1992,27.58694,3.96417,"(27.586940, 3.964170)",France,Europe
Acfer 303,311,Valid,H5/6,83,Found,1992,27.60222,3.98528,"(27.602220, 3.985280)",France,Europe
Acfer 304,312,Valid,H6,60,Found,1992,27.62361,4.02556,"(27.623610, 4.025560)",France,Europe
Acfer 305,313,Valid,L6,369,Found,1992,27.68722,4.18361,"(27.687220, 4.183610)",France,Europe
Acfer 306,314,Valid,L6,129,Found,1992,27.42889,3.82,"(27.428890, 3.820000)",France,Europe
Acfer 307,315,Valid,L5,520,Found,1992,27.49083,3.89778,"(27.490830, 3.897780)",France,Europe
Acfer 308,316,Valid,H5,74,Found,1992,27.55972,4.01028,"(27.559720, 4.010280)",France,Europe
Acfer 309,317,Valid,L6,185,Found,1992,27.64556,4.20444,"(27.645560, 4.204440)",France,Europe
Acfer 310,318,Valid,H6,169,Found,1992,27.68361,4.25306,"(27.683610, 4.253060)",France,Europe
Acfer 311,319,Valid,CR2,120,Found,1992,27.50806,3.84417,"(27.508060, 3.844170)",France,Europe
Acfer 312,320,Valid,L5,364,Found,1992,27.57861,3.96889,"(27.578610, 3.968890)",France,Europe
Acfer 313,321,Valid,H5,78,Found,1992,27.60056,3.99556,"(27.600560, 3.995560)",France,Europe
Acfer 314,322,Valid,H6,169,Found,1992,27.66389,4.09806,"(27.663890, 4.098060)",France,Europe
Acfer 315,323,Valid,L/LL6,506,Found,1992,27.69972,4.18611,"(27.699720, 4.186110)",France,Europe
Acfer 316,324,Valid,H6,126,Found,1992,27.6875,4.245,"(27.687500, 4.245000)",France,Europe
Acfer 317,325,Valid,H5,878,Found,1992,27.59278,4.40139,"(27.592780, 4.401390)",France,Europe
Acfer 318,326,Valid,H5,292,Found,1992,27.55028,3.99806,"(27.550280, 3.998060)",France,Europe
Acfer 319,327,Valid,L6,2393,Found,1992,27.55194,3.81611,"(27.551940, 3.816110)",France,Europe
Acfer 320,328,Valid,H5,167,Found,1992,27.46056,3.88806,"(27.460560, 3.888060)",France,Europe
Acfer 321,329,Valid,H5,157,Found,2001,27.5455,4.06117,"(27.545500, 4.061170)",France,Europe
Acfer 322,330,Valid,L5,25,Found,2001,27.55917,4.093,"(27.559170, 4.093000)",France,Europe
Acfer 323,331,Valid,LL5,117,Found,2001,27.503,3.8795,"(27.503000, 3.879500)",France,Europe
Acfer 324,30428,Valid,CR2,69,Found,2001,27.50083,3.86983,"(27.500830, 3.869830)",France,Europe
